ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,ADDRESSLINE1,CITY,COUNTRY,TERRITORY,DEALSIZE,ORDERLINENUMBER,CONTACTFULLNAME,ORDERNUMBER,QUANTITYORDERED,MSRP,PRICEEACH,ProfitPerUnit,TotalProfit,MarginPerUnit,TotalMargin,CurrentSales,PotentialSales,SalesDifference,Gain-Loss
2003-03-18,Shipped,Quarter1,March,2003,Vintage Cars,S24_3969,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,EMEA,Small,5,Victoria Ashworth,10110,48,41,34.47,-6.530000000000001,-313.44000000000005,-15.926829268292686,-764.4878048780489,1654.56,1968,-313.44000000000005,Loss
2003-05-21,Shipped,Quarter2,May,2003,Vintage Cars,S24_3969,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,NA,Small,4,Sue King,10124,46,41,33.23,-7.770000000000003,-357.42000000000013,-18.95121951219513,-871.7560975609761,1528.58,1886,-357.4200000000001,Loss
2003-09-12,Shipped,Quarter3,September,2003,Vintage Cars,S24_3969,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA,NA,Small,9,Sue Taylor,10149,26,41,38.98,-2.020000000000003,-52.52000000000008,-4.926829268292691,-128.09756097560995,1013.4799999999999,1066,-52.520000000000095,Loss
2003-10-18,Shipped,Quarter4,October,2003,Vintage Cars,S24_3969,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,USA,NA,Small,7,Julie Brown,10162,37,41,38.98,-2.020000000000003,-74.74000000000012,-4.926829268292691,-182.29268292682957,1442.26,1517,-74.74000000000001,Loss
2003-11-05,Shipped,Quarter4,November,2003,Vintage Cars,S24_3969,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,EMEA,Small,11,Giovanni Rovelli,10173,35,41,33.23,-7.770000000000003,-271.9500000000001,-18.95121951219513,-663.2926829268296,1163.05,1435,-271.95000000000005,Loss
2003-11-12,Shipped,Quarter4,November,2003,Vintage Cars,S24_3969,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,NA,Small,8,Valarie Nelson,10182,23,41,42.26,1.259999999999998,28.979999999999954,3.0731707317073123,70.68292682926818,971.9799999999999,943,28.979999999999905,Gain
2003-11-21,Shipped,Quarter4,November,2003,Vintage Cars,S24_3969,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,APAC,Small,12,Sean Connery,10193,22,41,41.03,0.030000000000001137,0.660000000000025,0.07317073170731984,1.6097560975610365,902.6600000000001,902,0.6600000000000819,Gain
2003-12-02,Shipped,Quarter4,December,2003,Vintage Cars,S24_3969,Muscle Machine Inc,4092 Furth Circle,NYC,USA,NA,Small,2,Jeff Young,10204,39,41,33.23,-7.770000000000003,-303.03000000000014,-18.95121951219513,-739.0975609756101,1295.9699999999998,1599,-303.0300000000002,Loss
2004-01-26,Shipped,Quarter1,January,2004,Vintage Cars,S24_3969,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,EMEA,Small,5,Mart¡n Sommer,10214,44,41,34.88,-6.119999999999997,-269.27999999999986,-14.926829268292677,-656.7804878048778,1534.72,1804,-269.28,Loss
2004-03-02,Shipped,Quarter1,March,2004,Vintage Cars,S24_3969,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,EMEA,Small,8,Mary Saveley,10227,27,41,43.9,2.8999999999999986,78.29999999999995,7.073170731707314,190.97560975609747,1185.3,1107,78.29999999999995,Gain
2004-04-20,Shipped,Quarter2,April,2004,Vintage Cars,S24_3969,Microscale Inc.,5290 North Pendale Street,NYC,USA,NA,Small,1,Kee Kuo,10242,46,41,36.93,-4.07,-187.22000000000003,-9.926829268292684,-456.63414634146346,1698.78,1886,-187.22000000000003,Loss
2004-08-17,Shipped,Quarter3,August,2004,Vintage Cars,S24_3969,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,EMEA,Small,14,Paolo Accorti,10280,33,41,41.85,0.8500000000000014,28.050000000000047,2.0731707317073207,68.41463414634158,1381.05,1353,28.049999999999955,Gain
2004-09-01,Shipped,Quarter3,September,2004,Vintage Cars,S24_3969,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,APAC,Small,3,Wendy Victorino,10288,33,41,40.62,-0.38000000000000256,-12.540000000000084,-0.9268292682926891,-30.58536585365874,1340.4599999999998,1353,-12.540000000000191,Loss
2004-10-06,Shipped,Quarter4,October,2004,Vintage Cars,S24_3969,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain,EMEA,Small,1,Jose Pedro Roel,10303,24,41,40.21,-0.7899999999999991,-18.95999999999998,-1.9268292682926809,-46.24390243902434,965.04,984,-18.960000000000036,Loss
2004-10-21,Shipped,Quarter4,October,2004,Vintage Cars,S24_3969,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,NA,Small,15,Valarie Nelson,10312,31,41,35.29,-5.710000000000001,-177.01000000000002,-13.926829268292684,-431.7317073170732,1093.99,1271,-177.01,Loss
2004-11-17,Shipped,Quarter4,November,2004,Vintage Cars,S24_3969,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,EMEA,Medium,14,Victoria Ashworth,10332,41,41,77.24,36.239999999999995,1485.8399999999997,88.39024390243901,3623.9999999999995,3166.8399999999997,1681,1485.8399999999997,Gain
2004-11-29,Shipped,Quarter4,November,2004,Vintage Cars,S24_3969,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,NA,Small,4,Sue King,10346,22,41,97.44,56.44,1241.6799999999998,137.65853658536585,3028.487804878049,2143.68,902,1241.6799999999998,Gain
2005-01-19,Shipped,Quarter1,January,2005,Vintage Cars,S24_3969,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,NA,Small,3,Valarie Nelson,10368,46,41,37.34,-3.6599999999999966,-168.35999999999984,-8.926829268292675,-410.63414634146307,1717.64,1886,-168.3599999999999,Loss
2005-02-16,Shipped,Quarter1,February,2005,Vintage Cars,S24_3969,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Medium,12,Diego Freyre,10380,43,41,95.03,54.03,2323.29,131.78048780487805,5666.5609756097565,4086.29,1763,2323.29,Gain
2005-04-22,Shipped,Quarter2,April,2005,Vintage Cars,S24_3969,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Japan,Small,1,Akiko Shimamura,10408,15,41,36.93,-4.07,-61.050000000000004,-9.926829268292684,-148.90243902439025,553.95,615,-61.049999999999955,Loss
2005-05-29,In Process,Quarter2,May,2005,Vintage Cars,S24_3969,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,APAC,Small,3,Adrian Huxley,10420,15,41,43.49,2.490000000000002,37.35000000000003,6.073170731707322,91.09756097560982,652.35,615,37.35000000000002,Gain
2003-01-31,Shipped,Quarter1,January,2003,Classic Cars,S24_4048,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Small,5,Diego Freyre,10104,26,118,100.0,-18.0,-468.0,-15.254237288135593,-396.6101694915254,2600.0,3068,-468.0,Loss
2003-04-04,Shipped,Quarter2,April,2003,Classic Cars,S24_4048,Classic Legends Inc.,5905 Pompton St.,NYC,USA,NA,Medium,1,Maria Hernandez,10115,44,118,100.0,-18.0,-792.0,-15.254237288135593,-671.1864406779661,4400.0,5192,-792.0,Loss
2003-06-03,Shipped,Quarter2,June,2003,Classic Cars,S24_4048,Muscle Machine Inc,4092 Furth Circle,NYC,USA,NA,Small,7,Jeff Young,10127,20,118,96.99,-21.010000000000005,-420.2000000000001,-17.805084745762716,-356.1016949152543,1939.8,2360,-420.20000000000005,Loss
2003-08-01,Shipped,Quarter3,August,2003,Classic Cars,S24_4048,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,EMEA,Medium,1,Kalle Suominen,10141,40,118,94.62,-23.379999999999995,-935.1999999999998,-19.813559322033893,-792.5423728813557,3784.8,4720,-935.1999999999998,Loss
2003-09-25,Shipped,Quarter3,September,2003,Classic Cars,S24_4048,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Australia,APAC,Small,3,Tony Calaghan,10152,23,118,100.0,-18.0,-414.0,-15.254237288135593,-350.8474576271187,2300.0,2714,-414.0,Loss
2003-10-22,Shipped,Quarter4,October,2003,Classic Cars,S24_4048,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Japan,Small,8,Eric Natividad,10165,24,118,99.36,-18.64,-447.36,-15.796610169491526,-379.1186440677966,2384.64,2832,-447.3600000000001,Loss
2003-11-06,Shipped,Quarter4,November,2003,Classic Cars,S24_4048,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,EMEA,Small,7,Maurizio Moroni,10176,29,118,100.0,-18.0,-522.0,-15.254237288135593,-442.37288135593224,2900.0,3422,-522.0,Loss
2003-11-14,Shipped,Quarter4,November,2003,Classic Cars,S24_4048,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain,EMEA,Medium,2,Jose Pedro Roel,10184,49,118,100.0,-18.0,-882.0,-15.254237288135593,-747.457627118644,4900.0,5782,-882.0,Loss
2003-11-25,Shipped,Quarter4,November,2003,Classic Cars,S24_4048,Mini Classics,3758 North Pendale Street,White Plains,USA,NA,Medium,2,Steve Frick,10195,34,118,100.0,-18.0,-612.0,-15.254237288135593,-518.6440677966102,3400.0,4012,-612.0,Loss
2003-12-09,Shipped,Quarter4,December,2003,Classic Cars,S24_4048,Diecast Collectables,6251 Ingle Ln.,Boston,USA,NA,Small,3,Valarie Franco,10207,28,118,100.0,-18.0,-504.0,-15.254237288135593,-427.1186440677966,2800.0,3304,-504.0,Loss
2004-02-12,Shipped,Quarter1,February,2004,Classic Cars,S24_4048,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland,EMEA,Medium,7,Dean Cassidy,10220,37,118,100.0,-18.0,-666.0,-15.254237288135593,-564.4067796610169,3700.0,4366,-666.0,Loss
2004-03-15,Shipped,Quarter1,March,2004,Classic Cars,S24_4048,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,EMEA,Medium,5,Roland Keitel,10230,45,118,100.0,-18.0,-810.0,-15.254237288135593,-686.4406779661017,4500.0,5310,-810.0,Loss
2004-05-05,Shipped,Quarter2,May,2004,Classic Cars,S24_4048,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Medium,1,Diego Freyre,10246,46,118,100.0,-18.0,-828.0,-15.254237288135593,-701.6949152542373,4600.0,5428,-828.0,Loss
2004-07-20,Shipped,Quarter3,July,2004,Classic Cars,S24_4048,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,NA,Medium,1,Valarie Nelson,10271,22,118,100.0,-18.0,-396.0,-15.254237288135593,-335.59322033898303,2200.0,2596,-396.0,Loss
2004-08-20,Shipped,Quarter3,August,2004,Classic Cars,S24_4048,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,NA,Medium,10,Valarie Nelson,10282,39,118,100.0,-18.0,-702.0,-15.254237288135593,-594.9152542372882,3900.0,4602,-702.0,Loss
2004-09-08,Shipped,Quarter3,September,2004,Classic Cars,S24_4048,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,NA,Medium,4,Kwai Yu,10292,27,118,100.0,-18.0,-486.0,-15.254237288135593,-411.864406779661,2700.0,3186,-486.0,Loss
2004-10-13,Shipped,Quarter4,October,2004,Classic Cars,S24_4048,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,NA,Medium,1,Marta Hernandez,10305,36,118,100.0,-18.0,-648.0,-15.254237288135593,-549.1525423728814,3600.0,4248,-648.0,Loss
2004-10-22,Shipped,Quarter4,October,2004,Classic Cars,S24_4048,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,EMEA,Medium,10,Palle Ibsen,10314,38,118,100.0,-18.0,-684.0,-15.254237288135593,-579.6610169491526,3800.0,4484,-684.0,Loss
2004-11-05,Shipped,Quarter4,November,2004,Classic Cars,S24_4048,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,EMEA,Medium,5,Jonas Bergulfsen,10325,44,118,100.0,-18.0,-792.0,-15.254237288135593,-671.1864406779661,4400.0,5192,-792.0,Loss
2004-11-20,Shipped,Quarter4,November,2004,Classic Cars,S24_4048,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,EMEA,Medium,5,Marie Bertrand,10336,31,118,100.0,-18.0,-558.0,-15.254237288135593,-472.8813559322034,3100.0,3658,-558.0,Loss
2004-12-01,Shipped,Quarter4,December,2004,Classic Cars,S24_4048,Muscle Machine Inc,4092 Furth Circle,NYC,USA,NA,Medium,2,Jeff Young,10349,23,118,100.0,-18.0,-414.0,-15.254237288135593,-350.8474576271187,2300.0,2714,-414.0,Loss
2004-12-15,Shipped,Quarter4,December,2004,Classic Cars,S24_4048,Reims Collectables,59 rue de l'Abbaye,Reims,France,EMEA,Small,7,Paul Henriot,10359,22,118,100.0,-18.0,-396.0,-15.254237288135593,-335.59322033898303,2200.0,2596,-396.0,Loss
2005-01-23,Shipped,Quarter1,January,2005,Classic Cars,S24_4048,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,NA,Small,9,Valarie Nelson,10371,28,118,50.32,-67.68,-1895.0400000000002,-57.355932203389834,-1605.9661016949153,1408.96,3304,-1895.04,Loss
2005-02-22,Shipped,Quarter1,February,2005,Classic Cars,S24_4048,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Small,4,Diego Freyre,10383,21,118,93.91,-24.090000000000003,-505.8900000000001,-20.41525423728814,-428.7203389830509,1972.11,2478,-505.8900000000001,Loss
2005-03-15,Shipped,Quarter1,March,2005,Classic Cars,S24_4048,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Medium,7,Diego Freyre,10394,37,118,100.0,-18.0,-666.0,-15.254237288135593,-564.4067796610169,3700.0,4366,-666.0,Loss
2005-05-03,Shipped,Quarter2,May,2005,Classic Cars,S24_4048,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Medium,1,Diego Freyre,10412,31,118,100.0,-18.0,-558.0,-15.254237288135593,-472.8813559322034,3100.0,3658,-558.0,Loss
2003-01-29,Shipped,Quarter1,January,2003,Vintage Cars,S24_4258,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,EMEA,Small,15,Jonas Bergulfsen,10103,25,97,100.0,3.0,75.0,3.0927835051546393,77.31958762886599,2500.0,2425,75.0,Gain
2003-03-25,Shipped,Quarter1,March,2003,Vintage Cars,S24_4258,Mini Wheels Co.,5557 North Pendale Street,San Francisco,USA,NA,Small,3,Julie Murphy,10111,26,97,86.68,-10.319999999999993,-268.3199999999998,-10.639175257731951,-276.61855670103074,2253.6800000000003,2522,-268.3199999999997,Loss
2003-05-28,Shipped,Quarter2,May,2003,Vintage Cars,S24_4258,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,EMEA,Medium,15,Mart¡n Sommer,10126,34,97,100.0,3.0,102.0,3.0927835051546393,105.15463917525774,3400.0,3298,102.0,Gain
2003-07-16,Shipped,Quarter3,July,2003,Vintage Cars,S24_4258,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,APAC,Medium,4,Adrian Huxley,10139,29,97,100.0,3.0,87.0,3.0927835051546393,89.69072164948454,2900.0,2813,87.0,Gain
2003-09-12,Shipped,Quarter3,September,2003,Vintage Cars,S24_4258,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA,NA,Small,1,Sue Taylor,10149,20,97,90.57,-6.430000000000007,-128.60000000000014,-6.62886597938145,-132.577319587629,1811.3999999999999,1940,-128.60000000000014,Loss
2003-10-20,Shipped,Quarter4,October,2003,Vintage Cars,S24_4258,Classic Legends Inc.,5905 Pompton St.,NYC,USA,NA,Medium,5,Maria Hernandez,10163,42,97,91.55,-5.450000000000003,-228.90000000000012,-5.618556701030931,-235.9793814432991,3845.1,4074,-228.9000000000001,Loss
2003-11-05,Shipped,Quarter4,November,2003,Vintage Cars,S24_4258,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,EMEA,Small,3,Giovanni Rovelli,10173,22,97,100.0,3.0,66.0,3.0927835051546393,68.04123711340206,2200.0,2134,66.0,Gain
2003-11-13,Shipped,Quarter4,November,2003,Vintage Cars,S24_4258,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,NA,Medium,12,Francisca Cervantes,10183,47,97,100.0,3.0,141.0,3.0927835051546393,145.36082474226805,4700.0,4559,141.0,Gain
2003-11-21,Shipped,Quarter4,November,2003,Vintage Cars,S24_4258,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,APAC,Small,4,Sean Connery,10193,20,97,100.0,3.0,60.0,3.0927835051546393,61.855670103092784,2000.0,1940,60.0,Gain
2003-12-05,Shipped,Quarter4,December,2003,Vintage Cars,S24_4258,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,NA,Medium,10,Yoshi Tannamuri,10206,33,97,97.39,0.39000000000000057,12.870000000000019,0.4020618556701037,13.268041237113422,3213.87,3201,12.86999999999989,Gain
2004-01-29,Shipped,Quarter1,January,2004,Vintage Cars,S24_4258,West Coast Collectables Co.,3675 Furth Circle,Burbank,USA,NA,Medium,7,Steve Thompson,10215,39,97,90.57,-6.430000000000007,-250.77000000000027,-6.62886597938145,-258.5257731958765,3532.2299999999996,3783,-250.77000000000044,Loss
2004-03-10,Shipped,Quarter1,March,2004,Vintage Cars,S24_4258,Cambridge Collectables Co.,4658 Baden Av.,Cambridge,USA,NA,Medium,6,Kyung Tseng,10228,33,97,100.0,3.0,99.0,3.0927835051546393,102.0618556701031,3300.0,3201,99.0,Gain
2004-04-29,Shipped,Quarter2,April,2004,Vintage Cars,S24_4258,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Medium,4,Diego Freyre,10244,40,97,86.68,-10.319999999999993,-412.7999999999997,-10.639175257731951,-425.56701030927803,3467.2000000000003,3880,-412.7999999999997,Loss
2004-06-14,Shipped,Quarter2,June,2004,Vintage Cars,S24_4258,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,NA,Medium,4,Sue Frick,10257,46,97,78.89,-18.11,-833.06,-18.670103092783506,-858.8247422680413,3628.94,4462,-833.06,Loss
2004-07-16,Shipped,Quarter3,July,2004,Vintage Cars,S24_4258,Salzburg Collectables,Geislweg 14,Salzburg,Austria,EMEA,Medium,2,Georg Pipps,10269,48,97,97.39,0.39000000000000057,18.720000000000027,0.4020618556701037,19.29896907216498,4674.72,4656,18.720000000000255,Gain
2004-08-17,Shipped,Quarter3,August,2004,Vintage Cars,S24_4258,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,EMEA,Small,6,Paolo Accorti,10280,21,97,78.89,-18.11,-380.31,-18.670103092783506,-392.07216494845363,1656.69,2037,-380.30999999999995,Loss
2004-09-07,Shipped,Quarter3,September,2004,Vintage Cars,S24_4258,Auto-Moto Classics Inc.,16780 Pompton St.,Brickhaven,USA,NA,Medium,1,Leslie Taylor,10290,45,97,100.0,3.0,135.0,3.0927835051546393,139.17525773195877,4500.0,4365,135.0,Gain
2004-10-11,Shipped,Quarter4,October,2004,Vintage Cars,S24_4258,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France,EMEA,Medium,10,Daniel Tonini,10304,33,97,100.0,3.0,99.0,3.0927835051546393,102.0618556701031,3300.0,3201,99.0,Gain
2004-10-21,Shipped,Quarter4,October,2004,Vintage Cars,S24_4258,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,NA,Medium,7,Valarie Nelson,10312,44,97,100.0,3.0,132.0,3.0927835051546393,136.08247422680412,4400.0,4268,132.0,Gain
2004-11-05,Shipped,Quarter4,November,2004,Vintage Cars,S24_4258,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,NA,Medium,3,Michael Frick,10324,33,97,100.0,3.0,99.0,3.0927835051546393,102.0618556701031,3300.0,3201,99.0,Gain
2004-11-18,Shipped,Quarter4,November,2004,Vintage Cars,S24_4258,Mini Wheels Co.,5557 North Pendale Street,San Francisco,USA,NA,Medium,1,Julie Murphy,10333,39,97,100.0,3.0,117.0,3.0927835051546393,120.61855670103093,3900.0,3783,117.0,Gain
2004-11-01,Shipped,Quarter4,November,2004,Vintage Cars,S24_4258,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,EMEA,Small,2,Mart¡n Sommer,10348,39,97,50.31,-46.69,-1820.9099999999999,-48.1340206185567,-1877.2268041237112,1962.0900000000001,3783,-1820.9099999999999,Loss
2004-12-10,Shipped,Quarter4,December,2004,Vintage Cars,S24_4258,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Medium,6,Diego Freyre,10358,41,97,100.0,3.0,123.0,3.0927835051546393,126.80412371134021,4100.0,3977,123.0,Gain
2005-01-20,Shipped,Quarter1,January,2005,Vintage Cars,S24_4258,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,NA,Medium,3,Allen Nelson,10369,40,97,86.92,-10.079999999999998,-403.19999999999993,-10.391752577319586,-415.67010309278345,3476.8,3880,-403.1999999999998,Loss
2005-02-17,Shipped,Quarter1,February,2005,Vintage Cars,S24_4258,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,NA,Medium,4,Valarie Nelson,10382,33,97,100.0,3.0,99.0,3.0927835051546393,102.0618556701031,3300.0,3201,99.0,Gain
2005-05-30,In Process,Quarter2,May,2005,Vintage Cars,S24_4258,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,EMEA,Small,4,Catherine Dewey,10423,28,97,78.89,-18.11,-507.08,-18.670103092783506,-522.7628865979382,2208.92,2716,-507.0799999999999,Loss
2003-02-17,Shipped,Quarter1,February,2003,Planes,S24_4278,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,EMEA,Small,3,Giovanni Rovelli,10106,26,72,63.76,-8.240000000000002,-214.24000000000007,-11.444444444444448,-297.55555555555566,1657.76,1872,-214.24,Loss
2003-04-29,Shipped,Quarter2,April,2003,Planes,S24_4278,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,APAC,Small,9,Peter Ferguson,10120,29,72,85.49,13.489999999999995,391.20999999999987,18.736111111111104,543.3472222222221,2479.21,2088,391.21000000000004,Gain
2003-06-27,Shipped,Quarter2,June,2003,Planes,S24_4278,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Medium,4,Diego Freyre,10133,46,72,77.52,5.519999999999996,253.91999999999982,7.666666666666661,352.6666666666664,3565.9199999999996,3312,253.91999999999962,Gain
2003-08-25,Shipped,Quarter3,August,2003,Planes,S24_4278,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,NA,Small,15,Julie Young,10145,33,72,84.77,12.769999999999996,421.40999999999985,17.736111111111104,585.2916666666664,2797.41,2376,421.40999999999985,Gain
2003-10-28,Shipped,Quarter4,October,2003,Planes,S24_4278,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,NA,Medium,10,Juri Hirano,10168,48,72,78.25,6.25,300.0,8.680555555555555,416.66666666666663,3756.0,3456,300.0,Gain
2004-01-12,Shipped,Quarter1,January,2004,Planes,S24_4278,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Japan,Small,8,Mory Kentary,10210,40,72,71.0,-1.0,-40.0,-1.3888888888888888,-55.55555555555556,2840.0,2880,-40.0,Loss
2004-02-20,Shipped,Quarter1,February,2004,Planes,S24_4278,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,APAC,Small,10,Peter Ferguson,10223,23,72,74.62,2.6200000000000045,60.260000000000105,3.638888888888895,83.69444444444458,1716.2600000000002,1656,60.26000000000022,Gain
2004-04-02,Shipped,Quarter2,April,2004,Planes,S24_4278,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,NA,Medium,4,Elizabeth Lincoln,10235,40,72,81.14,9.14,365.6,12.694444444444445,507.77777777777777,3245.6,2880,365.5999999999999,Gain
2004-05-11,Shipped,Quarter2,May,2004,Planes,S24_4278,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,NA,Small,5,Sue Frick,10250,37,72,74.62,2.6200000000000045,96.94000000000017,3.638888888888895,134.6388888888891,2760.94,2664,96.94000000000005,Gain
2004-06-28,Shipped,Quarter2,June,2004,Planes,S24_4278,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,NA,Small,11,Julie King,10263,24,72,75.35,3.3499999999999943,80.39999999999986,4.65277777777777,111.66666666666647,1808.3999999999999,1728,80.39999999999986,Gain
2004-07-23,Shipped,Quarter3,July,2004,Planes,S24_4278,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,EMEA,Small,10,Janine Labrune,10275,27,72,62.31,-9.689999999999998,-261.62999999999994,-13.45833333333333,-363.37499999999994,1682.3700000000001,1944,-261.6299999999999,Loss
2004-08-21,Shipped,Quarter3,August,2004,Planes,S24_4278,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,EMEA,Small,2,Jan Klaeboe,10284,21,72,71.0,-1.0,-21.0,-1.3888888888888888,-29.166666666666664,1491.0,1512,-21.0,Loss
2004-09-16,Shipped,Quarter3,September,2004,Planes,S24_4278,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland,EMEA,Small,5,Dean Cassidy,10297,23,72,72.45,0.45000000000000284,10.350000000000065,0.6250000000000039,14.375000000000089,1666.3500000000001,1656,10.350000000000136,Gain
2004-10-15,Shipped,Quarter4,October,2004,Planes,S24_4278,Mini Classics,3758 North Pendale Street,White Plains,USA,NA,Medium,8,Steve Frick,10308,44,72,83.32,11.319999999999993,498.0799999999997,15.722222222222213,691.7777777777774,3666.08,3168,498.0799999999999,Gain
2004-11-02,Shipped,Quarter4,November,2004,Planes,S24_4278,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,NA,Small,1,Juri Hirano,10317,35,72,83.32,11.319999999999993,396.19999999999976,15.722222222222213,550.2777777777775,2916.2,2520,396.1999999999998,Gain
2004-11-12,Shipped,Quarter4,November,2004,Planes,S24_4278,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,EMEA,Small,4,Giovanni Rovelli,10328,43,72,60.86,-11.14,-479.02000000000004,-15.472222222222223,-665.3055555555555,2616.98,3096,-479.02,Loss
2004-11-24,Shipped,Quarter4,November,2004,Planes,S24_4278,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,Spain,EMEA,Medium,1,Eduardo Saavedra,10340,40,72,84.77,12.769999999999996,510.79999999999984,17.736111111111104,709.4444444444441,3390.7999999999997,2880,510.7999999999997,Gain
2004-12-04,Shipped,Quarter4,December,2004,Planes,S24_4278,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,NA,Medium,3,Dan Lewis,10353,35,72,89.9,17.900000000000006,626.5000000000002,24.86111111111112,870.1388888888893,3146.5,2520,626.5,Gain
2004-12-17,Shipped,Quarter4,December,2004,Planes,S24_4278,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,APAC,Small,1,Adrian Huxley,10361,25,72,62.46,-9.54,-238.49999999999997,-13.249999999999998,-331.24999999999994,1561.5,1800,-238.5,Loss
